Name,Url,Description,X Url,Linkedin url,facebook url,threads url,Topics,Country,Email,Phone,logo Url,Source Url
DealBook - The New York Times,https://www.nytimes.com/section/business/dealbook,,https://twitter.com/dealbook,,,,"Business, Finance & Banking Services, Mergers and Acquisitions","New York, New York, U.S.",,,https://d3fg8lkx8f5xs7.cloudfront.net/16955517,https://anewstip.com/outlet/profile/dv2-8aaffd82/?tab=tweets
